Zur's Weirding; FMB1; 2; Foil; 32
Galvanic Relay; MH2; 1; ; 127
Galvanic Relay; MH2; 2; ; 406
Galloping Lizrog; RNA; 1; ; 175
Gallant Cavalry; M19; 2; ; 12
Galestrike; CMR; 1; ; 70
Gaea's Revenge; ORI; 1; ; 177
Gaea's Blessing; DOM; 1; ; 161
Gadrak, the Crown-Scourge; M21; 1; ; 146
Fynn, the Fangbearer; KHM; 1; ; 170
Fyndhorn Elves; CMR; 3; ; 228
Furycalm Snarl; STX; 2; ; 266
Fury Charm; IMA; 1; ; 130
Furnace Celebration; CMR; 1; ; 181
Furious Rise; THB; 1; ; 136
Furious Resistance; GTC; 1; ; 93
Furious Reprisal; KLD; 1; ; 115
Fungus Sliver; TSR; 1; ; 203
Fungal Reaches; TSP; 1; ; 273
Fungal Infection; DOM; 1; ; 94
Funeral Rites; THB; 2; ; 97
Funeral Longboat; KHM; 1; ; 238
Funeral Longboat; KHM; 1; Foil; 238
Fuming Effigy; STX; 4; ; 103
Fuming Effigy; STX; 1; Foil; 103
Fully Grown; IKO; 1; ; 154
Fry; M20; 1; Foil; 140
Frostveil Ambush; IKO; 1; ; 52
Frostpyre Arcanist; KHM; 1; ; 58
Frostpyre Arcanist; KHM; 1; Foil; 58
Frostpeak Yeti; KHM; 4; ; 57
Frost Trickster; STX; 8; ; 43
Frost Lynx; M20; 3; ; 62
Frost Lynx; IKO; 2; ; 51
Frost Breath; M21; 1; ; 51
Frost Bite; KHM; 1; ; 138
Frost Bite; KHM; 1; Foil; 138
Frost Augur; KHM; 1; ; 56
Frontline Devastator; HOU; 3; ; 93
From Beyond; BFZ; 1; Foil; 167
Frogtosser Banneret; ZNC; 1; ; 43
Frogify; 2XM; 1; ; 52
Frogify; ELD; 1; ; 47
Froghemoth; AFR; 1; ; 184
Frillscare Mentor; IKO; 1; Foil; 121
Frilled Sea Serpent; M20; 1; ; 61
Frilled Sandwalla; HOU; 1; ; 116
Frilled Deathspitter; RIX; 5; ; 104
Fresh-Faced Recruit; GRN; 3; ; 216
Frenzied Saddlebrute; CMR; 1; Foil; 180
Frenzied Raptor; IKO; 1; ; 120
Frenzied Raptor; XLN; 1; ; 146
Frenzied Raider; KHM; 2; ; 137
Frenzied Rage; DOM; 1; ; 124
Frenzied Arynx; RNA; 1; ; 173
Frantic Search; MB1; 1; ; 386
Fragmentize; KLD; 1; ; 14
Fractal Summoning; STX; 1; ; 187
Fractal Harness; C21; 1; ; 61
Fourth Bridge Prowler; AER; 1; ; 60
Fountain of Ichor; MH1; 1; ; 223
Foundry Screecher; KLD; 1; ; 82
Foundry Inspector; CMR; 1; ; 310
Foundry Inspector; CMR; 1; Foil; 310
Foundry Hornet; AER; 1; ; 59
Foundry Assembler; AER; 1; ; 151
Foundation Breaker; MH2; 1; ; 160
Foul-Tongue Invocation; IMA; 1; ; 91
Foul Watcher; MH2; 1; Foil; 43
Fortune's Favor; EMN; 1; ; 61
Fortuitous Find; KLD; 1; ; 81
Fortress Crab; M20; 1; ; 60
Fortifying Draught; STX; 1; ; 132
Fortifying Draught; STX; 1; Foil; 132
Fortified Rampart; BFZ; 1; ; 27
Forsworn Paladin; AFR; 1; ; 104
Forsaken Sanctuary; RIX; 1; ; 187
Form of the Dinosaur; RIX; 1; ; 103
Fork in the Road; SOI; 1; ; 205
Forgotten Sentinel; M21; 1; ; 231
Forgotten Cave; MH1; 1; ; 239
Forgotten Ancient; C16; 1; ; 150
Forgotten Ancient; C21; 1; ; 189
Forge Devil; MB1; 1; ; 935
Forever Young; ELD; 1; ; 89
Forerunner of the Legion; RIX; 1; ; 9
Forerunner of the Heralds; RIX; 1; ; 129
Forerunner of the Empire; RIX; 2; ; 102
Forerunner of the Coalition; RIX; 2; ; 72
Foreboding Fruit; ELD; 1; ; 88
Forebear's Blade; DOM; 2; ; 214
Forceful Denial; CMR; 3; ; 69
Forceful Denial; CMR; 1; Foil; 69
Forced Landing; WAR; 4; ; 161
Forced Adaptation; GTC; 1; ; 120
Force of Will; 2XM; 1; ; 51
Forbidding Spirit; RNA; 1; ; 9
Forbidden Friendship; IKO; 2; ; 119
Footfall Crater; IKO; 1; ; 118
Font of Fertility; JOU; 1; ; 123
Font of Agonies; RNA; 1; ; 74
Folk Medicine; JUD; 1; ; 115
Fog Bank; BBD; 2; ; 117
Fodder Tosser; MH2; 2; ; 226
Flycatcher Giraffid; IKO; 1; ; 153
Fluxcharger; DGM; 1; ; 71
Flutterfox; ELD; 1; ; 12
Flunk; STX; 1; ; 71
Flumph; AFR; 1; Foil; 15
Flummoxed Cyclops; THB; 1; ; 135
Flower // Flourish; GRN; 1; ; 226
Flourishing Fox; IKO; 1; ; 13
Floodwaters; AKH; 2; ; 53
Floodhound; MH2; 1; ; 335
Floodhound; MH2; 1; ; 42
Flood of Tears; M20; 1; ; 59
Flood of Recollection; CMR; 2; ; 61
Flood of Recollection; RIX; 2; ; 38
Flitterstep Eidolon; BNG; 1; ; 40
Fling; AKH; 2; ; 132
Flickerwisp; 2XM; 1; ; 16
Flicker of Fate; THB; 3; ; 16
Fleshbag Marauder; CMR; 1; Foil; 648
Fleetwheel Cruiser; KLD; 1; ; 214
Fleeting Memories; SOI; 1; ; 62
Fleet Swallower; XLN; 1; ; 57
Fledgling Mawcor; MB1; 1; ; 379
Flayer Husk; 2XM; 2; ; 256
Flametongue Yearling; MH2; 1; ; 125
Flamescroll Celebrant; STX; 1; ; 150
Flameblast Dragon; C18; 1; ; 123
Flame Spill; IKO; 3; ; 117
Fissure Wizard; ZNR; 2; ; 140
Fissure Wizard; ZNR; 1; Foil; 140
First-Sphere Gargantua; MH1; 2; ; 91
First Day of Class; STX; 1; Foil; 102
Firja, Judge of Valor; KHM; 1; ; 209
Firemind Vessel; WAR; 2; ; 237
Firecannon Blast; XLN; 2; ; 145
Firebolt; MH1; 1; ; 122
Fireblade Charger; ZNR; 1; ; 139
Fire Urchin; GRN; 1; ; 101
Fire Shrine Keeper; XLN; 1; ; 144
Fire Prophecy; IKO; 3; ; 116
Fire Elemental; M20; 2; ; 138
Fire Elemental; DOM; 5; ; 120
Fire Diamond; CMR; 2; ; 309
Find the Path; AFR; 2; ; 183
Find the Path; AFR; 1; Foil; 183
Finale of Eternity; WAR; 1; ; 91
Final Payment; RNA; 4; ; 171
Final Flare; THB; 3; ; 134
Final Death; THB; 2; ; 95
Fin-Clade Fugitives; CMR; 1; ; 227
Filigree Familiar; CMR; 2; ; 308
Filigree Familiar; CMR; 1; Foil; 308
Filigree Crawler; AER; 1; ; 150
Filigree Angel; PLIST; 1; ; 439
Fighter Class; AFR; 1; ; 222
Fight with Fire; DOM; 1; ; 119
Fifty Feet of Rope; AFR; 1; ; 244
Fiery Temper; SOI; 1; ; 156
Fiery Intervention; DOM; 1; ; 118
Fiery Impulse; ORI; 1; ; 145
Fiery Cannonade; CMR; 1; ; 178
Fiery Cannonade; XLN; 1; ; 143
Fierce Empath; MB1; 1; ; 1212
Field Trip; STX; 2; ; 131
Field Research; ZNR; 1; ; 58
Field of the Dead; M20; 1; ; 247
Field Creeper; EMN; 1; ; 195
Festering Newt; IMA; 1; ; 90
Fervent Strike; DOM; 1; ; 117
Fervent Paincaster; HOU; 1; ; 91
Fervent Champion; ELD; 1; ; 124
Fertilid; CMR; 2; ; 226
Fertilid; IKO; 2; ; 152
Fertilid; ZNC; 1; ; 67
Ferocious Tigorilla; IKO; 2; ; 115
Feral Prowler; HOU; 3; ; 115
Feral Maaka; RNA; 1; ; 100
Feral Invocation; M20; 1; ; 170
Feral Abomination; M20; 1; Foil; 101
Feral Abomination; DOM; 1; ; 92
Fencing Ace; CMR; 3; ; 21
Fencing Ace; M20; 1; ; 16
Fen Hauler; AER; 1; ; 58
Fell Flagship; XLN; 1; ; 238
Felidar Sovereign; MB1; 1; ; 108
Felidar Cub; BFZ; 1; ; 25
Felhide Brawler; BNG; 1; ; 70
Feign Death; AFR; 2; ; 103
Feed the Swarm; ZNR; 4; ; 102
Feed the Serpent; KHM; 2; ; 95
Feebleness; TSR; 2; ; 116
Feather, the Redeemed; WAR; 1; ; 197
Feather, the Redeemed; WAR; 1; Foil; 197
Feast of Succession; CMR; 2; ; 127
Feast of Dreams; JOU; 1; ; 69
Fearless Pup; KHM; 4; ; 136
Fearless Pup; KHM; 2; Foil; 136
Fearless Fledgling; ZNR; 3; ; 15
Fearless Fledgling; ZNR; 2; ; 291
Favorable Winds; XLN; 2; ; 56
Fathom Seer; TSR; 2; ; 68
Fathom Fleet Firebrand; XLN; 4; ; 142
Fathom Fleet Cutthroat; M20; 2; ; 100
Fathom Fleet Cutthroat; XLN; 1; ; 107
Fathom Fleet Captain; XLN; 2; ; 106
Fathom Fleet Boarder; RIX; 5; ; 71
Fates' Reversal; AFR; 3; ; 102
Fateful Showdown; KLD; 1; ; 114
Fateful End; THB; 1; ; 133
Fated Return; ZNC; 1; ; 42
Fatal Push; MB1; 1; ; 655
Farsight Adept; ZNR; 5; ; 14
Farsight Adept; ZNR; 1; Foil; 14
Farseek; TSR; 1; ; 363
Farm // Market; HOU; 3; ; 148
Farideh, Devil's Chosen; AFR; 2; ; 221
Farideh's Fireball; AFR; 2; ; 142
Farhaven Elf; CMR; 2; ; 225
Farfinder; IKO; 3; ; 2
Farbog Revenant; SOI; 1; ; 110
Far Wanderings; ZNC; 1; ; 66
Fanatical Firebrand; RIX; 4; ; 101
Fan Bearer; AKH; 1; ; 12
Falthis, Shadowcat Familiar; CMR; 1; ; 564
Fall of the Impostor; KHM; 1; ; 208
Fall of the Hammer; BNG; 1; ; 93
Fall of the Hammer; MB1; 1; ; 921
Fall from Favor; CMR; 2; ; 68
Fall from Favor; CMR; 1; Foil; 68
Falkenrath Noble; MM3; 1; ; 70
Falkenrath Aristocrat; 2XM; 1; ; 195
Faithless Looting; STA; 1; ; 38
Fairgrounds Patrol; MH2; 1; ; 13
Failure // Comply; AKH; 1; ; 221
Failed Inspection; KLD; 1; ; 47
Faerie Vandal; ZNC; 1; ; 26
Faerie Miscreant; M20; 1; ; 58
Faerie Duelist; RNA; 2; ; 39
Fae Offering; MH2; 1; ; 158
Fact or Fiction; ZNC; 1; ; 25
Facet Reader; IKO; 5; ; 50
Faceless Haven; KHM; 1; ; 255
Faceless Haven; KHM; 1; Foil; 255
Faceless Haven; KHM; 1; Foil; 371
Face of Divinity; MH1; 1; ; 8
Fabricate; PLIST; 1; ; 58
Ezuri's Predation; C21; 1; ; 188
Eyes of the Beholder; AFR; 2; ; 101
Eyes Everywhere; RNA; 1; ; 38
Eyeless Watcher; BFZ; 1; ; 166
Eyeblight Massacre; CMR; 3; ; 125
Eyeblight Massacre; ORI; 1; ; 96
Eyeblight Cullers; CMR; 1; ; 124
Eyeblight Assassin; CMR; 1; ; 123
Eyeblight Assassin; ORI; 1; ; 95
Exultant Skymarcher; RIX; 3; ; 7
Exultant Cultist; EMN; 1; ; 59
Exuberant Wolfbear; IKO; 2; ; 151
Extruder; MH2; 1; ; 296
Extract from Darkness; ZNC; 1; ; 90
Extirpate; TSR; 1; ; 114
Exquisite Huntmaster; CMR; 1; Foil; 122
Expressive Iteration; STX; 2; ; 186
Expressive Iteration; STX; 1; Foil; 186
Expose to Daylight; RNA; 1; ; 8
Expose Evil; SOI; 1; ; 19
Explosive Welcome; STX; 2; ; 100
Explosive Apparatus; M19; 2; ; 233
Expel from Orazca; RIX; 1; ; 37
Expel; STX; 3; ; 18
Expel; STX; 1; Foil; 18
Expedition Skulker; ZNR; 3; ; 101
Expedition Skulker; ZNR; 1; Foil; 101
Expedition Raptor; BBD; 1; ; 92
Expedition Raptor; MB1; 1; ; 100
Expedition Map; 2XM; 1; ; 255
Expedition Healer; ZNR; 2; ; 13
Expedition Diviner; ZNR; 3; ; 57
Expedition Diviner; ZNR; 2; Foil; 57
Expedition Champion; ZNR; 3; ; 138
Expanded Anatomy; STX; 6; ; 2
Expanded Anatomy; STX; 1; Foil; 2
Exotic Orchard; C21; 1; ; 288
Exhilarating Elocution; STX; 2; ; 185
Exhilarating Elocution; STX; 1; Foil; 185
Executioner's Swing; GTC; 2; ; 161
Executioner's Capsule; MB1; 1; ; 650
Excoriate; BNG; 1; ; 10
Excavation Mole; IKO; 1; ; 150
Excavation Elephant; DOM; 1; ; 17
Excavated Wall; STX; 3; ; 255
Excavated Wall; STX; 1; Foil; 255
Evra, Halcyon Witness; MB1; 1; ; 97
Evolving Wilds; AFR; 1; ; 256
Evolving Wilds; AKH; 2; ; 242
Evolving Wilds; IKO; 5; ; 247
Evolving Wilds; RIX; 1; ; 186
Evolving Wilds; ZNC; 1; ; 129
Evolution Sage; WAR; 2; ; 159
Evolution Sage; WAR; 1; Foil; 159
Evolution Sage; ZNC; 1; ; 65
Eviscerate; DOM; 2; ; 91
Evermind; SOK; 1; ; 37
Evermind; PLIST; 1; ; 56
Everflowing Chalice; 2XM; 1; Foil; 254
Everflowing Chalice; TSR; 1; ; 394
Ever After; SOI; 1; ; 109
Eureka Moment; STX; 4; ; 184
Etrata, the Silencer; GK1; 1; Foil; 1
Ethereal Guidance; SOI; 1; ; 18
Eternal Thirst; JMP; 2; ; 229
Eternal Taskmaster; WAR; 1; ; 90
Eternal Skylord; WAR; 1; ; 49
Essence Symbiote; IKO; 1; ; 149
Essence Scatter; AKH; 1; ; 52
Essence Scatter; IKO; 1; ; 49
Essence Infusion; STX; 2; ; 69
Essence Flux; SOI; 2; ; 61
Esix, Fractal Bloom; C21; 1; Foil; 10
Esior, Wardwing Familiar; CMR; 2; ; 67
Esika, God of the Tree; KHM; 1; Foil; 168
Esika's Chariot; KHM; 1; ; 169
Escape to the Wilds; ELD; 1; ; 189
Escape Protocol; IKO; 1; ; 48
Erstwhile Trooper; GRN; 1; ; 169
Erratic Visionary; WAR; 1; ; 48
Erratic Mutation; TSR; 2; ; 67
Erratic Explosion; MB1; 1; ; 917
Errant Ephemeron; TSR; 4; ; 66
Epitaph Golem; SOI; 2; ; 254
Epicure of Blood; M19; 2; ; 95
Epicure of Blood; M20; 3; ; 99
Epic Downfall; ELD; 1; ; 85
Ephemerate; MH1; 1; ; 7
Environmental Sciences; STX; 4; ; 1
Environmental Sciences; STX; 1; Foil; 1
Entourage of Trest; CMR; 2; ; 224
Enthusiastic Study; STX; 3; ; 99
Enthralling Hold; M21; 1; ; 49
Enter the God-Eternals; WAR; 1; ; 196
Enraged Giant; AER; 1; ; 80
Enraged Ceratok; RNA; 1; ; 125
Enlightened Ascetic; ORI; 1; ; 12
Enigma Thief; ZNC; 2; ; 4
Engineered Might; KLD; 1; ; 181
Engineered Might; MB1; 1; ; 1420
Enforcer Griffin; WAR; 4; ; 11
Enduring Victory; MB1; 1; ; 93
Enduring Sliver; MH1; 1; ; 6
Enduring Scalelord; BBD; 1; ; 221
Endless Obedience; ZNC; 1; ; 41
Enchanted; FJMP; 2; ; 14
Encampment Keeper; XLN; 1; ; 11
Emrakul's Influence; EMN; 1; ; 157
Empyrean Eagle; M20; 1; ; 208
Emeria's Call; ZNR; 1; Foil; 317
Emeria Shepherd; ZNC; 1; ; 16
Emeria Angel; ZNC; 1; ; 15
Emergent Sequence; STX; 1; ; 129
Emergence Zone; WAR; 1; ; 245
Embraal Gear-Smasher; AER; 1; ; 79
Embodiment of Spring; MB1; 2; ; 362
Embodiment of Insight; ZNC; 1; ; 64
Embereth Paladin; ELD; 3; ; 121
Ember-Eye Wolf; SOI; 1; ; 154
Ember Beast; BBD; 2; ; 175
Elvish Visionary; CMR; 1; ; 223
Elvish Rejuvenator; ZNC; 1; ; 63
Elvish Fury; MH1; 1; ; 162
Elvish Doomsayer; CMR; 1; ; 120
Elvish Clancaller; M19; 1; ; 179
Elvish Aberration; 2XM; 2; ; 165
Elven Bow; KHM; 1; ; 166
Elturgard Ranger; AFR; 1; ; 182
Elite Scaleguard; ZNC; 1; ; 14
Elite Instructor; THB; 3; ; 49
Elite Guardmage; WAR; 1; ; 195
Eliminate; STA; 2; ; 30
Elfhame Druid; DOM; 2; ; 159
Elemental Summoning; STX; 4; ; 183
Elemental Masterpiece; STX; 1; ; 182
Elemental Masterpiece; STX; 1; Foil; 182
Elemental Expressionist; STX; 1; ; 181
Electrostatic Field; GRN; 1; ; 97
Electrolyze; STA; 1; ; 60
Electrodominance; RNA; 1; ; 99
Electrickery; GK1; 1; ; 29
Eldritch Evolution; EMN; 1; ; 155
Eldrazi Skyspawner; BFZ; 1; ; 58
Eldrazi Devastator; BFZ; 1; ; 7
Elderleaf Mentor; KHM; 3; ; 165
Elderfang Disciple; KHM; 2; ; 93
Elderfang Disciple; KHM; 1; Foil; 93
Elder Gargaroth; M21; 1; ; 179
Elaborate Firecannon; XLN; 1; ; 237
Eidolon of Philosophy; THB; 1; ; 48
Eidolon of Blossoms; JOU; 1; ; 122
Egon, God of Death; KHM; 1; ; 306
Egon, God of Death; KHM; 1; ; 92
Efreet Flamepainter; STX; 2; ; 98
Efficient Construction; AER; 1; ; 33
Eel Umbra; MB1; 3; ; 361
Edifice of Authority; AKH; 1; ; 226
Edge of Autumn; TSR; 2; ; 201
Edgar Markov; OC17; 1; Foil; 36
Echoing Return; MH2; 2; ; 83
Echoing Decay; FMB1; 1; Foil; 36
Ebondeath, Dracolich; AFR; 1; ; 292
Easy Prey; IKO; 3; ; 87
Earthshaker Khenra; HOU; 1; ; 90
Earthen Arms; MB1; 1; ; 1189
Earth-Cult Elemental; AFR; 1; ; 141
Earsplitting Rats; JUD; 1; ; 65
Eagle of the Watch; JOU; 1; ; 9
Eager Construct; KLD; 1; ; 209
Dwarven Reinforcements; KHM; 3; ; 134
Dwarfhold Champion; AFR; 1; ; 14
Dutiful Thrull; GTC; 3; ; 11
Dutiful Servants; HOU; 1; ; 12
Dutiful Attendant; DTK; 1; ; 99
Duskwielder; KHM; 1; ; 91
Duskshell Crawler; MH2; 1; ; 156
Duskrider Peregrine; TSR; 1; ; 16
Duskmantle Operative; WAR; 2; ; 88
Duskborne Skymarcher; XLN; 1; ; 9
Dusk Legion Zealot; RIX; 3; ; 70
Dusk Legion Dreadnought; XLN; 1; ; 236
Dusk Charger; RIX; 3; ; 69
Durkwood Baloth; IMA; 1; ; 160
Duress; M20; 1; ; 97
Duress; M21; 1; ; 96
Duress; STA; 2; ; 29
Duress; STA; 1; Foil; 29e
Dungeon Crawler; AFR; 1; ; 99
Dune Beetle; AKH; 1; ; 89
Dueling Rapier; AFR; 1; ; 140
Dub; M21; 1; ; 16
Dual Strike; KHM; 1; ; 132
Dual Shot; XLN; 3; ; 141
Dual Shot; SOI; 2; ; 153
Druid of the Cowl; AER; 2; ; 106
Druid Class; AFR; 3; ; 180
Drudge Beetle; RTR; 2; ; 122
Drowsing Tyrannodon; M21; 1; ; 178
Drownyard Explorers; SOI; 1; ; 56
Drown in the Loch; ELD; 1; ; 188
Drown in Filth; DGM; 1; ; 67
Drossforge Bridge; MH2; 1; ; 246
Driver of the Dead; 2XM; 1; ; 90
Drill Bit; RNA; 1; ; 73
Drifter il-Dal; TSR; 2; ; 65
Drider; AFR; 1; ; 98
Drey Keeper; MH2; 1; ; 194
Dreamtail Heron; IKO; 1; ; 284
Dreamshaper Shaman; THB; 1; ; 130
Dreamscape Artist; TSR; 2; Foil; 64
Dreamcaller Siren; XLN; 1; ; 54
Dream Devourer; KHM; 2; ; 90
Dreadwurm; ZNR; 3; ; 100
Dreadwurm; ZNR; 3; ; 297
Dreadwurm; ZNR; 1; Foil; 100
Dreadwurm; ZNR; 1; Foil; 297
Dreadship Reef; MB1; 1; ; 1664
Dreadship Reef; TSR; 2; ; 276
Dreadmalkin; WAR; 1; ; 87
Dreadhorde Twins; WAR; 1; ; 126
Dreadhorde Invasion; WAR; 3; ; 86
Dreadhorde Butcher; WAR; 2; ; 194
Dreadhorde Arcanist; WAR; 1; ; 125
Dreadful Apathy; THB; 1; ; 11
Dreadbringer Lampads; MB1; 1; ; 634
Dread Rider; KHM; 1; ; 89
Draugr's Helm; KHM; 1; ; 88
Draugr Recruiter; KHM; 2; ; 87
Draugr Necromancer; KHM; 1; ; 86
Drannith Stinger; IKO; 1; ; 113
Drana, the Last Bloodchief; ZNR; 1; ; 98
Drana, Liberator of Malakir; BFZ; 1; Foil; 109
Drana's Silencer; ZNR; 6; ; 99
Drana's Silencer; ZNR; 1; Foil; 99
Drana's Emissary; BFZ; 1; ; 210
Drakuseth, Maw of Flames; M20; 1; ; 136
Dragonsguard Elite; STX; 1; ; 127
Dragonkin Berserker; KHM; 2; ; 131
Dragon's Rage Channeler; MH2; 2; ; 121
Dragon's Fire; AFR; 2; ; 139
Dragon's Eye Sentry; MB1; 1; ; 85
Dragon's Approach; STX; 2; ; 97
Dragon Turtle; AFR; 1; ; 56
Dragon Turtle; AFR; 1; Foil; 307
Dragon Mantle; CMR; 2; ; 174
Dragon Fodder; MB1; 1; ; 909
Dragon Egg; CMR; 1; ; 173
Dragon Breath; BBD; 1; ; 172
Draconic Intervention; STX; 1; ; 96
Draconic Disciple; M19; 1; ; 215
Dowsing Dagger; XLN; 1; ; 235
Dovin, Hand of Control; WAR; 3; ; 229
Douser of Lights; GRN; 1; ; 70
Double Major; STX; 1; ; 179
Doomskar Titan; KHM; 1; ; 130
Doomskar Oracle; KHM; 3; ; 10
Doomskar Oracle; KHM; 2; Foil; 10
Doomgape; MB1; 1; ; 1521
Doomed Traveler; CMR; 1; ; 19
Doomed Necromancer; 2XM; 1; ; 88
Doomed Dissenter; AKH; 1; ; 87
Doomed Dissenter; M19; 1; ; 93
Doom Foretold; ELD; 1; ; 187
Dogged Pursuit; KHM; 1; ; 85
Dogged Pursuit; KHM; 1; Foil; 85
Djinni Windseer; AFR; 1; ; 306
Djinni Windseer; AFR; 2; ; 55
Djeru, With Eyes Open; HOU; 1; ; 10
Djeru's Renunciation; HOU; 2; ; 11
Diviner's Lockbox; M20; 1; ; 225
Divine Verdict; RIX; 4; ; 5
Divine Smite; AFR; 1; ; 12
Divine Gambit; KHM; 2; ; 8
Divine Gambit; STA; 1; ; 4
Divination; DOM; 3; ; 52
Divide by Zero; STX; 2; ; 41
Dive Down; XLN; 2; ; 53
District Guide; GRN; 1; ; 128
Distant Melody; ZNC; 1; ; 24
Dissenter's Deliverance; AKH; 2; ; 164
Disposal Mummy; HOU; 2; ; 9
Displacer Beast; AFR; 1; ; 54
Disperse; M19; 1; ; 50
Dispersal Technician; AER; 1; ; 32
Dispel; BFZ; 1; ; 76
Dismantle; 2XM; 1; ; 123
Dismal Backwater; M20; 2; ; 245
Dismal Backwater; IKO; 1; ; 246
Dismal Backwater; ZNC; 1; ; 128
Disfigure; M20; 1; ; 95
Disenchant; M20; 4; ; 14
Disenchant; ZNR; 1; ; 10
Disdainful Stroke; GRN; 3; ; 37
Discovery // Dispersal; GRN; 2; ; 223
Discordant Piper; THB; 1; ; 88
Disciple of the Sun; MH2; 1; ; 11
Disallow; AER; 1; ; 31
Direct Current; GRN; 1; ; 96
Dire Wolf Prowler; AFR; 2; ; 325
Dire Tactics; IKO; 1; ; 183
Dire Fleet Poisoner; RIX; 1; ; 68
Dire Fleet Neckbreaker; RIX; 2; ; 156
Dire Fleet Interloper; XLN; 2; ; 103
Dire Fleet Hoarder; XLN; 3; ; 102
Dire Fleet Captain; XLN; 2; ; 221
Dinrova Horror; GK1; 1; ; 14
Dinosaur Stampede; XLN; 1; ; 140
Dinosaur Hunter; RIX; 5; ; 67
Dina, Soul Steeper; STX; 1; ; 178
Dimir Spybug; GRN; 1; ; 166
Dimir Signet; GK1; 2; ; 22
Dimir Signet; ZNC; 1; ; 112
Dimir Locket; ZNC; 1; ; 111
Dimir Keyrune; GTC; 1; ; 228
Dimir Keyrune; ZNC; 1; ; 110
Dimir Informant; GRN; 2; ; 36
Dimir Guildmage; GK1; 2; ; 13
Dimir Guildgate; GRN; 7; ; 246
Dimir Guildgate; ZNC; 1; ; 127
Dimir Doppelganger; GK1; 1; ; 12
Dimir Charm; GK1; 1; ; 11
Dimir Aqueduct; GK1; 8; ; 23
Dimir Aqueduct; ZNC; 1; ; 126
Dihada's Ploy; MH2; 1; Foil; 193
Diamond Lion; MH2; 1; ; 225
Diamond Knight; M20; 2; ; 224
Diabolic Edict; MH1; 1; ; 87
Dhund Operative; CMR; 1; Foil; 119
Devouring Tendrils; STX; 2; ; 126
Devouring Hellion; WAR; 2; ; 124
Devourer of Memory; THB; 2; ; 213
Devoted Paladin; AFR; 2; ; 11
Devils' Playground; SOI; 1; ; 151
Deviant Glee; RTR; 1; ; 65
Detention Vortex; STX; 4; ; 13
Destructive Tampering; AER; 2; ; 78
Destructive Tampering; MB1; 1; ; 904
Destructive Revelry; THS; 1; ; 192
Destructive Digger; M20; 1; ; 134
Despise; KTK; 1; ; 69
Desperate Sentry; MB1; 1; ; 74
Desperate Lunge; WAR; 4; ; 266
Despark; STA; 1; ; 59
Despark; STA; 1; Foil; 122
Desolation Twin; C21; 1; ; 82
Desert's Hold; HOU; 4; ; 8
Desert of the True; HOU; 1; ; 174
Desert of the Indomitable; HOU; 1; ; 172
Desert of the Glorified; HOU; 1; ; 171
Desert of the Fervent; HOU; 1; ; 170
Dermotaxi; MH2; 1; ; 224
Deranged Assistant; CMR; 2; ; 65
Depths of Desire; XLN; 2; ; 52
Depart the Realm; KHM; 2; ; 53
Deny Existence; SOI; 2; ; 55
Den of the Bugbear; AFR; 1; Foil; 254
Demystify; XLN; 2; ; 8
Demonlord Belzenlok; DOM; 1; ; 86
Demonic Vigor; DOM; 1; ; 85
Demonic Vigor; MB1; 1; ; 621
Demonic Gifts; KHM; 4; ; 84
Demon's Disciple; ZNR; 1; ; 97
Demon Bolt; KHM; 3; ; 129
Demolish; XLN; 1; ; 139
Demolish; KLD; 1; ; 113
Demolish; WAR; 4; ; 123
Delver's Torch; AFR; 1; ; 10
Deliberate; ZNR; 3; ; 56
Defy Gravity; JUD; 1; ; 38
Deft Dismissal; AER; 1; ; 17
Defiant Strike; STA; 2; ; 3
Defiant Strike; STA; 1; ; 66
Defiant Strike; STA; 1; Foil; 3
Defiant Strike; WAR; 4; ; 9
Defiant Salvager; AER; 1; ; 56
Defiant Salvager; CMR; 1; ; 117
Defiant Salvager; 2XM; 1; Foil; 83
Defiant Khenra; HOU; 2; ; 89
Defiant Greatmaw; AKH; 1; ; 163
Defend the Hearth; THS; 1; ; 156
Deface; RNA; 1; ; 98
Deepwood Denizen; MH2; 3; ; 155
Deeproot Warrior; XLN; 4; ; 186
Deeproot Champion; XLN; 1; ; 185
Deepcavern Imp; TSR; 1; ; 110
Deep Freeze; DOM; 1; ; 50
Deep Freeze; MB1; 1; ; 346
Deem Worthy; AKH; 1; ; 127
Deekah, Fractal Theorist; C21; 1; ; 26
Decree of Annihilation; PLIST; 1; ; 127
Decommission; AER; 1; ; 16
Declare Dominance; M19; 1; ; 175
Decisive Denial; STX; 1; ; 177
Debtors' Transport; RNA; 2; ; 72
Debtors' Knell; MB1; 1; ; 1519
Deathspore Thallid; TSR; 1; ; 109
Deathpact Angel; GTC; 1; ; 153
Deathknell Berserker; KHM; 3; ; 83
Deathknell Berserker; KHM; 1; Foil; 83
Deathcult Rogue; GTC; 2; ; 218
Deathbloom Thallid; DOM; 2; ; 84
Death-Priest of Myrkul; AFR; 1; ; 95
Death-Hood Cobra; 2XM; 1; ; 163
Death's Approach; JMP; 1; ; 222
Deafening Silence; ELD; 1; ; 10
Deadly Visit; GRN; 1; ; 68
Deadly Grub; TSR; 2; ; 108
Deadly Dispute; AFR; 1; ; 94
Deadly Brew; STX; 1; ; 176
Deadly Brew; STX; 1; Foil; 176
Deadly Alliance; ZNR; 7; ; 96
Deadeye Tormentor; XLN; 1; ; 98
Deadeye Rig-Hauler; RIX; 2; ; 36
